image_id,category_id,bbox,score
234,1,"[545.0, 321.0, 1121.0, 281.0]",0.223020747303962
234,5,"[497.0, 356.0, 1174.0, 348.0]",0.21427674591541201
234,5,"[1105.0, 538.0, 178.0, 135.0]",0.208926513791084
234,8,"[1166.0, 287.0, 68.0, 58.0]",0.208504140377044
234,7,"[1341.0, 255.0, 373.0, 90.0]",0.201729193329811
234,1,"[1365.0, 309.0, 78.0, 83.0]",0.20014114677906
920,31,"[12.0, 10.0, 1857.0, 1066.0]",0.841784477233886
920,1,"[1069.0, 669.0, 117.0, 163.0]",0.24746432900428703
920,7,"[1100.0, 607.0, 47.0, 59.0]",0.21133312582969602
712,7,"[620.0, 308.0, 66.0, 81.0]",0.6811081171035761
712,18,"[893.0, 225.0, 399.0, 263.0]",0.555471658706665
712,1,"[1476.0, 473.0, 88.0, 97.0]",0.44874426722526506
712,5,"[445.0, 575.0, 751.0, 160.0]",0.36685875058174106
712,5,"[488.0, 582.0, 1016.0, 372.0]",0.33806160092353804
712,5,"[1183.0, 585.0, 363.0, 97.0]",0.33212026953697205
712,5,"[825.0, 569.0, 733.0, 132.0]",0.326460063457489
712,7,"[1168.0, 422.0, 374.0, 65.0]",0.31971627473831105
712,1,"[386.0, 475.0, 80.0, 92.0]",0.31714296340942305
712,1,"[958.0, 462.0, 587.0, 135.0]",0.279602020978927
712,7,"[1027.0, 421.0, 214.0, 44.0]",0.26219755411148005
712,5,"[1477.0, 598.0, 72.0, 77.0]",0.26167359948158203
712,7,"[504.0, 295.0, 675.0, 181.0]",0.23928280174732203
712,2,"[521.0, 420.0, 850.0, 166.0]",0.23821619153022702
712,7,"[977.0, 416.0, 303.0, 62.0]",0.23561544716358102
712,2,"[1010.0, 462.0, 73.0, 85.0]",0.23137189447879702
712,18,"[306.0, 174.0, 1142.0, 314.0]",0.230272889137268
712,5,"[420.0, 596.0, 322.0, 145.0]",0.21826258301734902
712,7,"[1153.0, 437.0, 390.0, 85.0]",0.218064472079277
712,1,"[461.0, 408.0, 762.0, 179.0]",0.20277282595634402
855,31,"[7.0, 8.0, 1913.0, 1002.0]",0.9922459721565241
855,7,"[779.0, 353.0, 104.0, 115.0]",0.570724606513977
855,2,"[756.0, 452.0, 192.0, 256.0]",0.394462972879409
996,27,"[250.0, 353.0, 1002.0, 554.0]",0.984868228435516
996,27,"[909.0, 395.0, 313.0, 547.0]",0.269305855035781
630,18,"[599.0, 112.0, 454.0, 345.0]",0.8115432262420651
630,18,"[46.0, 123.0, 1081.0, 358.0]",0.537072300910949
630,5,"[160.0, 617.0, 1213.0, 315.0]",0.535199880599975
630,5,"[857.0, 614.0, 514.0, 147.0]",0.47975435853004406
630,5,"[99.0, 512.0, 1314.0, 280.0]",0.412860989570617
630,18,"[4.0, 87.0, 376.0, 298.0]",0.39520266652107205
630,5,"[384.0, 599.0, 689.0, 159.0]",0.38514858484268105
630,5,"[65.0, 566.0, 550.0, 148.0]",0.33698368072509705
630,1,"[1320.0, 518.0, 76.0, 109.0]",0.33379462361335704
630,7,"[932.0, 416.0, 324.0, 75.0]",0.332628577947616
630,5,"[1307.0, 662.0, 102.0, 77.0]",0.330640643835067
630,1,"[1148.0, 501.0, 247.0, 130.0]",0.28040996193885803
630,2,"[328.0, 444.0, 769.0, 145.0]",0.278805494308471
630,7,"[57.0, 382.0, 423.0, 81.0]",0.266275495290756
630,7,"[326.0, 407.0, 748.0, 123.0]",0.23957698047161102
630,2,"[827.0, 476.0, 558.0, 167.0]",0.224276915192604
630,5,"[356.0, 620.0, 106.0, 77.0]",0.223548680543899
630,5,"[54.0, 576.0, 70.0, 84.0]",0.207509040832519
648,18,"[0.0, 153.0, 359.0, 390.0]",0.7653679251670831
648,1,"[475.0, 550.0, 92.0, 74.0]",0.47702366113662703
648,5,"[975.0, 754.0, 218.0, 158.0]",0.45071601867675704
648,7,"[1017.0, 504.0, 312.0, 74.0]",0.44558712840080206
648,5,"[985.0, 706.0, 378.0, 208.0]",0.39804276823997503
648,5,"[484.0, 657.0, 94.0, 62.0]",0.32496935129165605
648,5,"[472.0, 687.0, 717.0, 224.0]",0.307384043931961
648,5,"[1112.0, 690.0, 250.0, 160.0]",0.284307360649108
648,2,"[462.0, 535.0, 795.0, 165.0]",0.24574539065361
648,5,"[1290.0, 690.0, 68.0, 73.0]",0.245221093297004
648,7,"[457.0, 460.0, 801.0, 142.0]",0.22578741610050201
648,2,"[1002.0, 571.0, 244.0, 143.0]",0.20188777148723602
648,7,"[1176.0, 531.0, 164.0, 50.0]",0.20012392103672003
152,18,"[108.0, 135.0, 1124.0, 353.0]",0.5496698617935181
152,18,"[746.0, 140.0, 399.0, 369.0]",0.521079182624816
152,1,"[1257.0, 526.0, 81.0, 75.0]",0.47255486249923706
152,1,"[1679.0, 504.0, 81.0, 88.0]",0.43343484401702803
152,5,"[31.0, 642.0, 1143.0, 324.0]",0.39384749531745905
152,5,"[382.0, 644.0, 1538.0, 323.0]",0.38098293542861905
152,1,"[681.0, 508.0, 652.0, 147.0]",0.378585159778594
152,5,"[299.0, 646.0, 590.0, 199.0]",0.360123634338378
152,5,"[519.0, 638.0, 777.0, 203.0]",0.35004958510398804
152,5,"[0.0, 629.0, 794.0, 160.0]",0.31611892580986
152,1,"[376.0, 508.0, 88.0, 87.0]",0.30554860830307
152,18,"[41.0, 174.0, 459.0, 285.0]",0.271968066692352
152,5,"[383.0, 631.0, 319.0, 94.0]",0.253068178892135
152,5,"[643.0, 670.0, 247.0, 172.0]",0.24186135828495
152,5,"[1141.0, 624.0, 637.0, 153.0]",0.215214028954505
152,1,"[636.0, 510.0, 1226.0, 299.0]",0.21157775819301602
152,1,"[386.0, 509.0, 590.0, 154.0]",0.20593819022178603
689,5,"[374.0, 602.0, 637.0, 155.0]",0.6230171322822571
689,7,"[939.0, 262.0, 68.0, 84.0]",0.622022807598114
689,1,"[361.0, 374.0, 686.0, 182.0]",0.5712090134620661
689,7,"[385.0, 259.0, 572.0, 161.0]",0.561963737010955
689,18,"[978.0, 245.0, 334.0, 316.0]",0.45054528117179804
689,1,"[872.0, 347.0, 171.0, 185.0]",0.43439057469367903
689,7,"[428.0, 356.0, 431.0, 83.0]",0.323756545782089
689,5,"[353.0, 588.0, 218.0, 124.0]",0.29903665184974604
689,7,"[360.0, 318.0, 64.0, 76.0]",0.28762435913085904
689,5,"[432.0, 602.0, 397.0, 116.0]",0.24230843782424902
689,5,"[706.0, 613.0, 282.0, 160.0]",0.21143063902854903
7,1,"[58.0, 349.0, 94.0, 85.0]",0.688483834266662
7,18,"[210.0, 0.0, 492.0, 352.0]",0.6213248372077941
7,5,"[1006.0, 667.0, 208.0, 154.0]",0.5231776237487791
7,7,"[925.0, 402.0, 288.0, 89.0]",0.453286737203598
7,5,"[76.0, 474.0, 84.0, 61.0]",0.43215969204902605
7,1,"[875.0, 451.0, 370.0, 224.0]",0.27096444368362405
7,1,"[899.0, 455.0, 259.0, 145.0]",0.269046515226364
7,5,"[0.0, 543.0, 1286.0, 409.0]",0.242881506681442
7,7,"[1178.0, 426.0, 59.0, 64.0]",0.217859923839569
70,31,"[5.0, 1.0, 1528.0, 838.0]",0.6425458788871761
70,31,"[153.0, 351.0, 1337.0, 330.0]",0.5907096266746521
70,7,"[612.0, 505.0, 82.0, 111.0]",0.5260070562362671
70,5,"[164.0, 792.0, 574.0, 288.0]",0.432045459747314
70,1,"[571.0, 623.0, 157.0, 198.0]",0.344080865383148
70,5,"[116.0, 784.0, 376.0, 120.0]",0.325236558914184
70,7,"[425.0, 507.0, 260.0, 134.0]",0.31790092587471
70,5,"[84.0, 729.0, 638.0, 180.0]",0.290952742099761
70,2,"[108.0, 607.0, 607.0, 189.0]",0.288428485393524
70,5,"[565.0, 962.0, 181.0, 118.0]",0.280930340290069
70,7,"[172.0, 492.0, 541.0, 157.0]",0.275642812252044
70,5,"[95.0, 788.0, 109.0, 87.0]",0.267129451036453
39,31,"[184.0, 0.0, 1659.0, 993.0]",0.746697902679443
39,1,"[702.0, 751.0, 498.0, 329.0]",0.5639683008193971
39,7,"[699.0, 526.0, 373.0, 263.0]",0.5483379364013671
39,31,"[21.0, 531.0, 567.0, 198.0]",0.462270140647888
39,2,"[574.0, 747.0, 86.0, 86.0]",0.372060000896453
39,31,"[1111.0, 1.0, 805.0, 902.0]",0.35718473792076105
39,7,"[888.0, 500.0, 205.0, 254.0]",0.343174248933792
39,31,"[396.0, 541.0, 200.0, 188.0]",0.20288328826427401
809,7,"[90.0, 104.0, 100.0, 104.0]",0.8125095963478081
809,5,"[745.0, 581.0, 172.0, 175.0]",0.728437781333923
809,7,"[749.0, 117.0, 94.0, 113.0]",0.6756621003150941
809,1,"[136.0, 220.0, 751.0, 372.0]",0.664678037166595
809,1,"[720.0, 244.0, 177.0, 218.0]",0.6358727812767021
809,5,"[156.0, 474.0, 785.0, 322.0]",0.5167827010154721
809,7,"[138.0, 90.0, 726.0, 162.0]",0.5006588101387021
809,1,"[66.0, 212.0, 228.0, 214.0]",0.42107892036437905
809,5,"[132.0, 548.0, 105.0, 164.0]",0.384243369102478
784,18,"[800.0, 28.0, 435.0, 370.0]",0.778061926364898
784,18,"[76.0, 30.0, 1126.0, 349.0]",0.638971447944641
784,5,"[489.0, 558.0, 708.0, 170.0]",0.6246591210365291
784,5,"[1808.0, 607.0, 106.0, 81.0]",0.52497124671936
784,5,"[177.0, 531.0, 1041.0, 270.0]",0.42068246006965604
784,1,"[1850.0, 444.0, 70.0, 104.0]",0.394777506589889
784,1,"[143.0, 400.0, 91.0, 86.0]",0.38282951712608304
784,5,"[938.0, 544.0, 264.0, 176.0]",0.36073762178421004
784,1,"[913.0, 386.0, 294.0, 141.0]",0.359054327011108
784,5,"[1105.0, 606.0, 95.0, 108.0]",0.301499456167221
784,5,"[1059.0, 558.0, 853.0, 163.0]",0.29499417543411205
784,5,"[163.0, 521.0, 83.0, 78.0]",0.267746746540069
784,2,"[141.0, 371.0, 950.0, 161.0]",0.26299175620079
784,1,"[618.0, 395.0, 562.0, 140.0]",0.251344263553619
784,1,"[490.0, 413.0, 1430.0, 293.0]",0.24144917726516701
784,5,"[454.0, 601.0, 109.0, 105.0]",0.24099129438400202
784,7,"[930.0, 348.0, 245.0, 75.0]",0.23139736056327803
784,18,"[44.0, 50.0, 520.0, 300.0]",0.22726742923259702
186,8,"[1600.0, 362.0, 183.0, 183.0]",0.810265481472015
186,1,"[1493.0, 489.0, 328.0, 426.0]",0.769430875778198
186,18,"[553.0, 0.0, 479.0, 329.0]",0.699137449264526
186,5,"[386.0, 690.0, 212.0, 208.0]",0.6496726274490351
186,8,"[506.0, 283.0, 94.0, 99.0]",0.529490053653717
186,1,"[55.0, 289.0, 570.0, 235.0]",0.43771505355834905
186,1,"[63.0, 275.0, 91.0, 83.0]",0.37795895338058405
186,1,"[70.0, 260.0, 1085.0, 338.0]",0.33613511919975203
186,1,"[1267.0, 419.0, 589.0, 594.0]",0.334713995456695
186,1,"[1110.0, 416.0, 67.0, 68.0]",0.30010563135147
186,18,"[399.0, 12.0, 1042.0, 347.0]",0.255852162837982
186,5,"[363.0, 579.0, 1290.0, 370.0]",0.25360992550849903
186,1,"[361.0, 363.0, 1462.0, 392.0]",0.24842561781406403
186,5,"[178.0, 446.0, 1090.0, 455.0]",0.240917310118675
186,5,"[74.0, 397.0, 76.0, 72.0]",0.230680018663406
186,3,"[1450.0, 778.0, 361.0, 264.0]",0.21864806115627203
34,31,"[120.0, 15.0, 1800.0, 738.0]",0.847491323947906
34,2,"[108.0, 590.0, 400.0, 275.0]",0.7184978127479551
34,7,"[155.0, 455.0, 259.0, 165.0]",0.5417295694351191
34,7,"[275.0, 444.0, 143.0, 167.0]",0.46872967481613104
34,5,"[51.0, 872.0, 163.0, 178.0]",0.391318023204803
34,1,"[45.0, 603.0, 167.0, 187.0]",0.341481924057006
34,7,"[127.0, 531.0, 72.0, 80.0]",0.30432471632957403
34,44,"[1020.0, 631.0, 107.0, 262.0]",0.218094289302825
795,41,"[889.0, 313.0, 189.0, 424.0]",0.87495744228363
893,31,"[35.0, 0.0, 1864.0, 1066.0]",0.9826394319534301
893,7,"[1017.0, 160.0, 131.0, 137.0]",0.48843362927436806
893,1,"[975.0, 289.0, 214.0, 221.0]",0.33869987726211503
893,5,"[997.0, 693.0, 198.0, 180.0]",0.26052206754684404
702,18,"[33.0, 32.0, 409.0, 363.0]",0.6305273175239561
702,1,"[1589.0, 354.0, 95.0, 96.0]",0.532218337059021
702,5,"[1594.0, 489.0, 68.0, 71.0]",0.516462683677673
702,5,"[912.0, 466.0, 253.0, 122.0]",0.40194711089134205
702,1,"[933.0, 299.0, 223.0, 133.0]",0.37910750508308405
702,1,"[960.0, 311.0, 682.0, 161.0]",0.344169676303863
702,5,"[927.0, 480.0, 738.0, 161.0]",0.336100846529006
702,5,"[547.0, 444.0, 613.0, 155.0]",0.310829520225524
702,7,"[954.0, 243.0, 174.0, 61.0]",0.289661347866058
702,5,"[1.0, 467.0, 80.0, 83.0]",0.271426975727081
702,5,"[291.0, 431.0, 1372.0, 407.0]",0.27100768685340804
702,1,"[66.0, 317.0, 84.0, 68.0]",0.23611958324909202
702,5,"[0.0, 418.0, 150.0, 129.0]",0.23364083468914001
702,5,"[5.0, 442.0, 765.0, 152.0]",0.22312057018280002
702,2,"[922.0, 295.0, 91.0, 117.0]",0.221722453832626
702,7,"[941.0, 202.0, 727.0, 166.0]",0.21652321517467502
317,8,"[807.0, 217.0, 71.0, 75.0]",0.6530913114547731
317,5,"[781.0, 503.0, 181.0, 121.0]",0.630586266517639
317,1,"[1596.0, 285.0, 69.0, 79.0]",0.530243039131164
317,5,"[370.0, 432.0, 606.0, 198.0]",0.40295186638832003
317,1,"[811.0, 272.0, 145.0, 167.0]",0.358812749385833
317,1,"[361.0, 290.0, 77.0, 88.0]",0.351652532815933
317,1,"[368.0, 274.0, 623.0, 194.0]",0.31958442926406805
317,5,"[360.0, 413.0, 75.0, 71.0]",0.267304301261901
317,5,"[1588.0, 385.0, 89.0, 52.0]",0.247212216258049
644,18,"[0.0, 73.0, 272.0, 392.0]",0.636272013187408
644,5,"[934.0, 644.0, 155.0, 145.0]",0.472299367189407
644,5,"[261.0, 609.0, 829.0, 191.0]",0.44602945446968
644,2,"[941.0, 481.0, 170.0, 136.0]",0.394643247127532
644,7,"[258.0, 402.0, 828.0, 132.0]",0.36989030241966203
644,7,"[224.0, 412.0, 63.0, 70.0]",0.346955567598342
644,1,"[210.0, 463.0, 296.0, 133.0]",0.31963443756103505
644,5,"[205.0, 660.0, 114.0, 102.0]",0.29911023378372104
644,7,"[937.0, 432.0, 134.0, 61.0]",0.257586061954498
644,7,"[243.0, 411.0, 245.0, 76.0]",0.24995294213294902
644,1,"[218.0, 445.0, 866.0, 151.0]",0.22249636054039001
800,1,"[905.0, 526.0, 139.0, 165.0]",0.7545666098594661
800,2,"[1548.0, 582.0, 372.0, 498.0]",0.573365807533264
800,7,"[950.0, 460.0, 63.0, 70.0]",0.566356003284454
800,5,"[916.0, 750.0, 67.0, 130.0]",0.467790812253952
800,7,"[846.0, 254.0, 1022.0, 365.0]",0.408133447170257
800,7,"[1696.0, 257.0, 211.0, 340.0]",0.374895811080932
800,2,"[988.0, 554.0, 930.0, 525.0]",0.300346463918685
800,24,"[1086.0, 587.0, 61.0, 99.0]",0.25020018219947804
82,31,"[45.0, 69.0, 926.0, 983.0]",0.854747116565704
82,2,"[1014.0, 643.0, 130.0, 165.0]",0.661193192005157
82,7,"[1056.0, 555.0, 68.0, 95.0]",0.511390626430511
82,5,"[1024.0, 885.0, 104.0, 170.0]",0.45046460628509505
11,1,"[462.0, 452.0, 499.0, 171.0]",0.5647096037864681
11,18,"[764.0, 86.0, 430.0, 348.0]",0.510572969913482
11,18,"[36.0, 139.0, 470.0, 265.0]",0.468893855810165
11,5,"[520.0, 617.0, 475.0, 185.0]",0.46426990628242404
11,7,"[526.0, 401.0, 370.0, 80.0]",0.45208609104156405
11,2,"[12.0, 486.0, 86.0, 87.0]",0.43834087252616805
11,18,"[16.0, 110.0, 1153.0, 356.0]",0.401194721460342
11,5,"[56.0, 618.0, 695.0, 173.0]",0.366416007280349
11,5,"[102.0, 613.0, 939.0, 349.0]",0.293391555547714
11,7,"[837.0, 402.0, 64.0, 73.0]",0.276838511228561
11,5,"[34.0, 630.0, 67.0, 82.0]",0.27508017420768704
11,5,"[483.0, 683.0, 104.0, 102.0]",0.26041755080223
11,1,"[69.0, 451.0, 673.0, 208.0]",0.24175965785980202
11,1,"[850.0, 463.0, 120.0, 157.0]",0.21788738667964902
194,18,"[762.0, 0.0, 485.0, 323.0]",0.740005910396575
194,1,"[324.0, 303.0, 81.0, 89.0]",0.407418966293334
194,18,"[189.0, 10.0, 1084.0, 331.0]",0.392728686332702
194,5,"[956.0, 494.0, 493.0, 177.0]",0.37062117457389804
194,1,"[955.0, 374.0, 475.0, 155.0]",0.337307751178741
194,5,"[160.0, 467.0, 1206.0, 360.0]",0.33670502901077204
194,1,"[333.0, 301.0, 228.0, 100.0]",0.328054308891296
194,5,"[409.0, 471.0, 766.0, 184.0]",0.30512925982475203
194,1,"[1195.0, 385.0, 222.0, 127.0]",0.265744447708129
194,1,"[171.0, 295.0, 1161.0, 279.0]",0.263533115386962
194,1,"[346.0, 315.0, 702.0, 154.0]",0.23859067261219002
194,5,"[27.0, 428.0, 556.0, 169.0]",0.23395046591758703
194,5,"[1160.0, 498.0, 242.0, 166.0]",0.21679425239562902
194,5,"[349.0, 425.0, 190.0, 96.0]",0.208522886037826
194,7,"[979.0, 318.0, 389.0, 77.0]",0.208049118518829
194,1,"[1372.0, 391.0, 57.0, 68.0]",0.20389497280120802
742,18,"[620.0, 86.0, 424.0, 354.0]",0.6183453798294061
742,5,"[108.0, 529.0, 1572.0, 278.0]",0.39245319366455
742,5,"[596.0, 559.0, 650.0, 140.0]",0.39218345284461903
742,2,"[562.0, 437.0, 768.0, 137.0]",0.39172431826591403
742,5,"[784.0, 512.0, 860.0, 134.0]",0.384117424488067
742,5,"[54.0, 571.0, 699.0, 138.0]",0.365164428949356
742,5,"[586.0, 557.0, 336.0, 105.0]",0.353103011846542
742,5,"[1322.0, 501.0, 292.0, 90.0]",0.333573520183563
742,18,"[90.0, 40.0, 1025.0, 380.0]",0.333414167165756
742,2,"[573.0, 422.0, 334.0, 109.0]",0.29978534579277
742,5,"[704.0, 543.0, 452.0, 88.0]",0.29767742753028803
742,7,"[582.0, 383.0, 332.0, 62.0]",0.26386135816574
742,7,"[678.0, 389.0, 478.0, 62.0]",0.24652409553527802
742,1,"[20.0, 423.0, 207.0, 104.0]",0.244257643818855
742,18,"[13.0, 64.0, 362.0, 326.0]",0.235740542411804
742,1,"[1581.0, 438.0, 53.0, 70.0]",0.224541097879409
742,2,"[790.0, 436.0, 351.0, 86.0]",0.21649181842803902
742,7,"[654.0, 378.0, 198.0, 53.0]",0.212210103869438
606,18,"[516.0, 126.0, 466.0, 333.0]",0.7035586237907411
606,18,"[92.0, 132.0, 977.0, 334.0]",0.46420013904571505
606,5,"[737.0, 574.0, 753.0, 136.0]",0.42545986175537104
606,5,"[70.0, 637.0, 71.0, 86.0]",0.399133294820785
606,5,"[1034.0, 584.0, 387.0, 98.0]",0.344057410955429
606,5,"[6.0, 589.0, 1399.0, 366.0]",0.326056122779846
606,2,"[698.0, 462.0, 810.0, 133.0]",0.302327364683151
606,1,"[52.0, 503.0, 87.0, 93.0]",0.293760180473327
606,5,"[48.0, 599.0, 757.0, 169.0]",0.28395286202430703
606,1,"[597.0, 458.0, 255.0, 118.0]",0.278479218482971
606,7,"[1140.0, 417.0, 380.0, 62.0]",0.27749016880989
606,2,"[1021.0, 455.0, 374.0, 105.0]",0.274770557880401
606,7,"[758.0, 414.0, 386.0, 71.0]",0.25453510880470204
606,5,"[1379.0, 542.0, 151.0, 52.0]",0.23299972712993602
606,1,"[1218.0, 456.0, 312.0, 96.0]",0.22076793015003202
606,7,"[1353.0, 424.0, 180.0, 41.0]",0.22002296149730602
606,1,"[631.0, 457.0, 718.0, 136.0]",0.218960762023925
606,5,"[743.0, 645.0, 93.0, 84.0]",0.218260779976844
606,5,"[0.0, 524.0, 1489.0, 270.0]",0.21670056879520402
606,1,"[1468.0, 454.0, 64.0, 69.0]",0.20736515522003102
606,7,"[1041.0, 417.0, 141.0, 52.0]",0.200379520654678
524,2,"[626.0, 526.0, 144.0, 153.0]",0.8241311311721801
524,31,"[60.0, 0.0, 560.0, 814.0]",0.781021237373352
524,7,"[673.0, 457.0, 58.0, 75.0]",0.653605878353118
524,2,"[1113.0, 526.0, 83.0, 99.0]",0.5303755402565
524,5,"[662.0, 793.0, 94.0, 140.0]",0.423060476779937
524,5,"[670.0, 652.0, 506.0, 289.0]",0.327617138624191
524,2,"[635.0, 511.0, 562.0, 178.0]",0.294102042913436
524,7,"[686.0, 447.0, 498.0, 154.0]",0.21150310337543402
325,8,"[1175.0, 348.0, 77.0, 77.0]",0.7610447406768791
325,18,"[1229.0, 67.0, 490.0, 337.0]",0.5606528520584101
325,18,"[546.0, 146.0, 482.0, 258.0]",0.5506766438484191
325,18,"[552.0, 100.0, 1183.0, 352.0]",0.5184172987937921
325,5,"[1103.0, 651.0, 172.0, 187.0]",0.46139842271804804
325,5,"[1097.0, 590.0, 602.0, 244.0]",0.40653708577156006
325,5,"[587.0, 591.0, 70.0, 77.0]",0.365898549556732
325,2,"[1100.0, 414.0, 166.0, 181.0]",0.3218574821949
325,1,"[1116.0, 413.0, 659.0, 182.0]",0.3062744140625
325,5,"[551.0, 611.0, 707.0, 193.0]",0.301015734672546
325,1,"[577.0, 471.0, 87.0, 82.0]",0.27773767709732
325,5,"[579.0, 605.0, 1138.0, 346.0]",0.27695715427398604
325,5,"[1620.0, 592.0, 75.0, 98.0]",0.23751483857631603
325,5,"[609.0, 470.0, 1177.0, 372.0]",0.22774851322174003
325,1,"[1590.0, 424.0, 330.0, 116.0]",0.214495435357093
325,5,"[1602.0, 534.0, 309.0, 151.0]",0.206229865550994
325,7,"[1124.0, 340.0, 709.0, 122.0]",0.204727694392204
96,31,"[15.0, 0.0, 1688.0, 425.0]",0.8030312061309811
96,5,"[1652.0, 709.0, 164.0, 169.0]",0.7226229906082151
96,2,"[1609.0, 445.0, 239.0, 173.0]",0.5979258418083191
96,7,"[1750.0, 368.0, 76.0, 84.0]",0.5578511953353881
96,7,"[1608.0, 369.0, 215.0, 109.0]",0.31411904096603305
96,5,"[1627.0, 667.0, 293.0, 278.0]",0.246959134936332
527,31,"[75.0, 2.0, 574.0, 812.0]",0.680013954639434
527,7,"[695.0, 385.0, 130.0, 144.0]",0.600132822990417
527,1,"[614.0, 537.0, 310.0, 317.0]",0.49764046072959905
527,7,"[710.0, 410.0, 535.0, 205.0]",0.40324544906616205
527,2,"[635.0, 542.0, 307.0, 295.0]",0.32283470034599304
527,5,"[662.0, 975.0, 226.0, 105.0]",0.27239897847175604
527,31,"[277.0, 428.0, 341.0, 373.0]",0.23439803719520502
109,31,"[23.0, 4.0, 845.0, 570.0]",0.5503054261207581
109,2,"[959.0, 548.0, 249.0, 164.0]",0.348056852817535
109,5,"[930.0, 717.0, 248.0, 103.0]",0.323751151561737
109,2,"[814.0, 497.0, 385.0, 227.0]",0.29577136039733803
109,7,"[783.0, 454.0, 306.0, 116.0]",0.270206421613693
109,5,"[1069.0, 740.0, 122.0, 77.0]",0.25867292284965504
109,2,"[922.0, 612.0, 89.0, 112.0]",0.20858138799667303
85,31,"[36.0, 68.0, 953.0, 971.0]",0.9161903858184811
85,2,"[1088.0, 644.0, 167.0, 189.0]",0.8165404796600341
85,7,"[1141.0, 566.0, 70.0, 92.0]",0.662549972534179
85,5,"[1102.0, 924.0, 125.0, 156.0]",0.637686133384704
586,7,"[663.0, 301.0, 68.0, 81.0]",0.683471500873565
586,1,"[609.0, 375.0, 188.0, 173.0]",0.629399180412292
586,1,"[71.0, 449.0, 71.0, 87.0]",0.552584052085876
586,18,"[555.0, 228.0, 327.0, 305.0]",0.43399068713188105
586,7,"[1395.0, 358.0, 57.0, 67.0]",0.407410860061645
586,5,"[1291.0, 607.0, 342.0, 145.0]",0.353243291378021
586,5,"[76.0, 584.0, 71.0, 73.0]",0.35238766670227
586,5,"[106.0, 562.0, 668.0, 170.0]",0.32915213704109103
586,18,"[41.0, 162.0, 1202.0, 302.0]",0.32744309306144703
586,5,"[603.0, 569.0, 163.0, 159.0]",0.32048079371452304
586,5,"[673.0, 622.0, 89.0, 116.0]",0.298604846000671
586,5,"[332.0, 592.0, 1250.0, 368.0]",0.285028785467147
586,7,"[737.0, 316.0, 676.0, 163.0]",0.27925276756286604
586,1,"[110.0, 413.0, 685.0, 173.0]",0.270345389842987
586,1,"[1567.0, 524.0, 61.0, 65.0]",0.269225507974624
586,18,"[19.0, 183.0, 231.0, 322.0]",0.258171945810318
586,7,"[1388.0, 387.0, 236.0, 144.0]",0.24616952240467002
586,2,"[1246.0, 510.0, 97.0, 70.0]",0.24322995543479903
586,2,"[1366.0, 401.0, 88.0, 140.0]",0.233004286885261
586,2,"[1227.0, 422.0, 416.0, 184.0]",0.232321694493293
586,2,"[1328.0, 411.0, 137.0, 175.0]",0.23046979308128301
586,1,"[278.0, 373.0, 1230.0, 319.0]",0.22953170537948603
586,2,"[724.0, 402.0, 741.0, 201.0]",0.20715484023094102
586,7,"[732.0, 366.0, 713.0, 177.0]",0.20692943036556202
18,8,"[537.0, 303.0, 88.0, 108.0]",0.6160121560096741
18,1,"[893.0, 369.0, 404.0, 305.0]",0.57907634973526
18,5,"[542.0, 667.0, 813.0, 389.0]",0.5326299071311951
18,5,"[10.0, 579.0, 69.0, 88.0]",0.48638930916786105
18,18,"[715.0, 0.0, 464.0, 336.0]",0.47510236501693703
18,5,"[1090.0, 790.0, 246.0, 281.0]",0.46849209070205605
18,2,"[0.0, 422.0, 84.0, 103.0]",0.45769074559211703
18,8,"[1106.0, 248.0, 97.0, 134.0]",0.449884325265884
18,1,"[488.0, 331.0, 795.0, 399.0]",0.44907623529434204
18,5,"[547.0, 603.0, 545.0, 293.0]",0.37305140495300204
18,5,"[557.0, 695.0, 134.0, 184.0]",0.36584371328353804
18,18,"[72.0, 6.0, 1116.0, 376.0]",0.31772178411483704
18,7,"[647.0, 279.0, 548.0, 230.0]",0.316516876220703
18,5,"[0.0, 577.0, 741.0, 252.0]",0.27842876315116805
18,18,"[42.0, 38.0, 448.0, 294.0]",0.24640105664730003
323,18,"[795.0, 70.0, 441.0, 325.0]",0.7250455617904661
323,8,"[102.0, 235.0, 144.0, 149.0]",0.6949493885040281
323,18,"[128.0, 33.0, 1128.0, 363.0]",0.5969195961952211
323,2,"[26.0, 366.0, 320.0, 352.0]",0.555644452571868
323,5,"[18.0, 855.0, 275.0, 225.0]",0.512941479682922
323,1,"[1393.0, 479.0, 75.0, 95.0]",0.471959561109542
323,5,"[1356.0, 620.0, 95.0, 87.0]",0.45345842838287304
323,1,"[503.0, 395.0, 69.0, 71.0]",0.352188974618911
323,18,"[41.0, 29.0, 566.0, 292.0]",0.287901431322097
323,1,"[1164.0, 444.0, 285.0, 132.0]",0.268917590379714
323,5,"[44.0, 513.0, 1591.0, 503.0]",0.25396054983139
323,5,"[1219.0, 562.0, 224.0, 139.0]",0.251217514276504
323,7,"[46.0, 256.0, 621.0, 165.0]",0.22694553434848702
323,2,"[0.0, 384.0, 1427.0, 342.0]",0.21675057709217002
323,5,"[1278.0, 588.0, 642.0, 176.0]",0.216623947024345
